空天姬预设,5.1285.1285.20250924
茂鲨,平钓【石沙蚕】@（碧空、晴朗、阴云、薄雾、微风、强风、小雨、暴雨、打雷、雷雨）》6~10！@专一【平铲鲫鱼】双提=3【平铲鲫鱼】；引诱、不撒饵；=》鱼识@平钓【刺螠】@（碧空、晴朗、阴云、薄雾、微风、强风、小雨、暴雨、打雷、雷雨）》9.5+17~！！！@拍水~8+15！！【延夏鳖、延夏蝶鲟】=【茂鲨】；引诱；//预设分级：合格的
冲分幻海,27
ps0111,耐心【石沙蚕】》全部@专一【灵敏舞者】
ps0112,平钓【石沙蚕】》6.5~！三重
ps0114,平钓【磷虾】》7~！三重@专一【浮游碟鱼】三重
ps0215,平钓【刺螠】》7.5~！！三重@专一【浮游翻车鱼】三重
ps0213,平钓【磷虾】》5~！！三重
ps0216,平钓【石沙蚕】》5.5~！三重@专一【歼灭者】三重
ps0315,平钓【刺螠】》7.5~！！三重@专一【浮游翻车鱼】三重
ps0314,平钓【磷虾】》7~！三重
ps0317,平钓【磷虾】》5~！！三重@专一【珍珠爆弹】三重
ps0412,平钓【石沙蚕】》6.5~！三重
ps0411,平钓【磷虾】》~2.9！！三重@专一【人鱼发】三重
ps0413,平钓【刺螠】》！！！三重=引诱；
ps0511,平钓【刺螠】》！！！三重@专一【漏斗鲨】三重=引诱；
ps0512,耐心【石沙蚕】》全部@拍水【太阳神面纱】》全部
ps0514,平钓【刺螠】》！！！三重@专一【处刑者】三重=引诱；
ps0615,平钓【刺螠】》~3.1！！！三重=引诱；
ps0613,平钓【刺螠】》！！！三重=引诱；
ps0616,平钓【刺螠】》7.5~！！！三重@专一【石英锤头鲨】三重
ps0715,平钓【刺螠】》~3.1！！！三重=引诱；
ps0714,平钓【刺螠】》！！！三重@专一【处刑者】三重=引诱；
ps0717,平钓【磷虾】》5.5~！！@专一【刀颚鱼】三重
ps0812,耐心【石沙蚕】》全部@拍水【太阳神面纱】》全部
ps0811,耐心【石沙蚕】》全部@专一【灵敏舞者】
ps0813,平钓【石沙蚕】》6.5~！三重@专一【珊瑚海马】三重
ps0911,平钓【磷虾】》~2.9！！三重@专一【人鱼发】三重
ps0912,耐心【石沙蚕】》全部@拍水【太阳神面纱】@专一【秘银君】》全部
ps0914,平钓【石沙蚕】》3.6~4.5！三重
ps1015,平钓【刺螠】》~7.6！！！三重=引诱；
ps1013,平钓【石沙蚕】》6.5~！三重
ps1016,平钓【刺螠】》7.5~！！！三重@专一【石英锤头鲨】三重
ps1115,平钓【刺螠】》~7.6！！！三重=引诱；
ps1114,平钓【石沙蚕】》3.6~4.5！三重
ps1117,平钓【磷虾】》5~！！三重@专一【珍珠爆弹】三重
ps1212,耐心【石沙蚕】》全部@拍水【太阳神面纱】@专一【秘银君】》全部
ps1211,平钓【刺螠】》！！！三重@专一【漏斗鲨】三重=引诱；
ps1213,平钓【磷虾】》5~！！三重@专一【幻纱披风】三重
ps0121,平钓【磷虾】》！！三重@专一【妮美雅的纺车】三重=引诱；
ps0122,耐心【刺螠】》！！+！！！《《【小判鯙】=》鱼识@耐心【磷虾】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙
ps0123,平钓【刺螠】》5~！！三重
ps0221,耐心【磷虾】》全部@专一【鲜艳粉红虾、伪装章鱼】
ps0222,平钓【磷虾】》6~！！三重@专一【毒平鲹】三重
ps0224,平钓【石沙蚕】》3.1~！三重
ps0321,耐心【磷虾】》全部@专一【鲜艳粉红虾、伪装章鱼】
ps0322,平钓【磷虾】》6~！！三重@专一【毒平鲹】三重
ps0323,平钓【刺螠】》5~！！三重
ps0421,平钓【磷虾】》~5！！三重
ps0422,平钓【刺螠】》4~6！！三重
ps0424,平钓【石沙蚕】》3.1~！三重
ps0521,平钓【磷虾】》~5！！三重
ps0522,平钓【刺螠】》4~6！！三重
ps0523,平钓【刺螠】》5~！！三重
ps0621,平钓【磷虾】》！！三重@专一【妮美雅的纺车】三重=引诱；
ps0622,耐心【刺螠】》！！+！！！《《【小判鯙】=》鱼识@耐心【磷虾】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙
ps0624,平钓【石沙蚕】》3.1~！三重
成就普海,5
an011201,平钓【石沙蚕】》~4.5！三重@拍水！！！精准【占位】=不撒饵收藏；
an021501,平钓【磷虾】》~12.1！！=不撒饵、引诱；
an021301,平钓【磷虾】》~17.6！！@专一【蜘蛛蟹】三重=引诱不撒饵；
an021601,平钓【石沙蚕】》（！！！）14~！三重@拍水4.5~7.6！【占位】@专一【染血抛光蟹】三重=不撒饵；
an031501,平钓【石沙蚕】》11~！！！精准@拍水~9！三重【占位】=不撒饵；
an031502,平钓【刺螠】》12~！！@拍水12.5~！！！精准【占位】=不撒饵、引诱；
an031401,平钓【石沙蚕】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；
an031701,平钓【石沙蚕】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼】三重=不撒饵；
an051101,平钓【刺螠】》！！！=引诱不撒饵；
an051111,平钓【刺螠】》！！！@拍水9+18~！！【青色章鱼、碧玉头】=引诱不撒饵；
an051401,平钓【刺螠】》21.5~！！！@拍水~21！！！三重【占位】@专一【铬铁锤头鲨】三重=引诱不撒饵；
an081201,平钓【石沙蚕】》9~16！三重=不撒饵；
an081211,平钓【磷虾】》10+21.5~！！！精准=引诱不撒饵；
an101501,平钓【刺螠】》12.1~！！三重@拍水12.5~！！！精准【占位】=不撒饵；
an111501,平钓【石沙蚕】》11~！！！精准@拍水~10.5！三重【占位】=不撒饵；
an111401,平钓【石沙蚕】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；
an111701,平钓【石沙蚕】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼】三重=不撒饵；
an121101,平钓【磷虾】》（！！！）19.6~！！三重@拍水17~19.5！！【占位】=引诱不撒饵；
an012101,平钓【磷虾】》9~18！！三重@拍水14~！！！【占位】=收藏不撒饵；
an012201,平钓【刺螠】》13~！！三重@拍水17~！！！精准【占位】=不撒饵；
an012301,平钓【磷虾】》10~17.5！！三重@拍水15.5~！！！【占位】=收藏不撒饵；
an022101,平钓【石沙蚕】》4.5~7！三重=收藏不撒饵；
an022201,平钓【石沙蚕】》15~！三重@拍水17~！！！精准【占位】=引诱收藏不撒饵；
an022102,平钓【磷虾】》8.5~14.5！三重@拍水13.5~！！！【占位】=收藏不撒饵；
an022202,平钓【石沙蚕】》5.5~9！三重=收藏不撒饵；
an022402,平钓【石沙蚕】》14.5~23.5！三重@拍水17~！！！【占位】=引诱收藏不撒饵；
an032101,平钓【磷虾】》8.5~14.5！三重@拍水13.5~！！！【占位】=收藏不撒饵；
an032201,平钓【石沙蚕】》5.5~9！三重=收藏不撒饵；
an032301,平钓【石沙蚕】》10~17.5！三重@拍水15.5~！！！【占位】=收藏不撒饵；
an042101,平钓【石沙蚕】》4.5~7！三重=收藏不撒饵；
an042201,平钓【石沙蚕】》15~！三重@拍水17~！！！精准【占位】=引诱收藏不撒饵；
an052101,平钓【磷虾】》9~18！！三重@拍水14~！！！【占位】=收藏不撒饵；
an052201,平钓【刺螠】》13~！！三重@拍水17~！！！精准【占位】=不撒饵；
an052301,平钓【磷虾】》10~17.5！！三重@拍水15.5~！！！【占位】=收藏不撒饵；
成就幻海,13
as011201,平钓【石沙蚕】》6.5~！三重=收藏；
as011401,平钓【磷虾】》7~！三重=收藏；
as021501,平钓【磷虾】》~3！！三重=收藏；
as021301,平钓【石沙蚕】》5~！@拍水【狂野海胆】@专一【剪碎手巴塞洛缪】三重=》拍水后@平钓》5~6！三重=收藏；
as021601,平钓【石沙蚕】》5.5~！三重@拍水~3！三重【占位】=收藏；
as031501,平钓【石沙蚕】》~3！三重=收藏；
as031401,平钓【石沙蚕】》3.6~4.5！三重=收藏；
as031701,平钓【磷虾】》5~7！！三重@拍水2~3！三重【占位】=收藏；
as031502,平钓【刺螠】》~3！！！三重=收藏；
as031702,平钓【刺螠】》5~！！三重@拍水4.3~5！！【占位】=收藏；
as051101,平钓【刺螠】》！！！三重@拍水！！【占位】
as051401,平钓【刺螠】》！！！三重@拍水5~7！！【占位】@专一【处刑者】三提
as081201,大鱼【石沙蚕】》~5！》4~！！三重
as081301,平钓【石沙蚕】》6.5~！三重@专一【珊瑚海龙】三重=收藏；
as101501,平钓【刺螠】》~3！！！三重=收藏；
as101601,平钓【磷虾】》5~！！三重@拍水4.3~5【占位】=收藏；
as111501,平钓【石沙蚕】》~3！三重=收藏；
as111401,平钓【石沙蚕】》3.6~4.5！三重=收藏；
as111701,平钓【磷虾】》5~7！！三重@拍水2~3！三重【占位】=收藏；
as121101,平钓【磷虾】》~3！！三重=收藏；
as121301,平钓【磷虾】》5~！！三重=收藏；
as012101,平钓【磷虾】》~5！！三重=收藏；
as012201,平钓【刺螠】》4~6！！三重=收藏；
as012301,平钓【磷虾】》3~！！三重=收藏；
as022101,平钓【石沙蚕】》~4.5！三重=收藏；
as022201,平钓【石沙蚕】》4.5~！三重=收藏；
as022401,平钓【石沙蚕】》4.6~！三重=收藏；
as022102,平钓【磷虾】》6~7.5！三重=收藏；
as022202,平钓【石沙蚕】》~3！三重=收藏；
as022402,平钓【石沙蚕】》3~4.5！三重=收藏；
as032101,平钓【磷虾】》6~7.5！三重=收藏；
as032201,平钓【石沙蚕】》~3！三重=收藏；
as032301,平钓【石沙蚕】》3~4.4！三重=收藏；
as042101,平钓【石沙蚕】》~4.5！三重=收藏；
as042201,平钓【石沙蚕】》4.5~7.5！三重=收藏；
as042401,平钓【石沙蚕】》4.6~！三重=收藏；
as052101,平钓【磷虾】》~5！！三重=收藏；
as052201,平钓【刺螠】》4~6！！三重=收藏；
as052301,平钓【磷虾】》3~！！三重=收藏；
成就幻后,1
aasn011201,平钓【石沙蚕】》~4.5！三重=不撒饵收藏；
aasn021501,平钓【磷虾】》~12.1！！=不撒饵、引诱；
aasn021301,平钓【磷虾】》~17.6！！@专一【蜘蛛蟹】三重=引诱不撒饵；
aasn021601,平钓【石沙蚕】》14~！三重@拍水4.5~7.6！【占位】@专一【染血抛光蟹】三重=不撒饵；
aasn031501,平钓【石沙蚕】》~9！三重@拍水9~10.6！【占位】=不撒饵；
aasn031502,平钓【刺螠】》12~！！=不撒饵、引诱；
aasn031401,平钓【石沙蚕】》11~15.5！三重=不撒饵；
aasn031701,平钓【石沙蚕】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼】三重=不撒饵；
aasn051101,平钓【刺螠】》！！！三重=引诱不撒饵；
aasn051401,平钓【刺螠】》！！！三重@专一【铬铁锤头鲨】三重=引诱不撒饵；
aasn081201,平钓【石沙蚕】》9~16！三重=不撒饵；
aasn101501,平钓【刺螠】》12.1~！！三重=不撒饵；
aasn111501,平钓【石沙蚕】》~9！三重@拍水9~10.6！【占位】=不撒饵；
aasn111401,平钓【石沙蚕】》11~15.5！三重=不撒饵；
aasn111701,平钓【石沙蚕】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼】三重=不撒饵；
aasn121101,平钓【磷虾】》19.5~！！三重@拍水17~19.5！！【占位】=引诱不撒饵；
aasn012101,平钓【磷虾】》9~18！！三重=收藏不撒饵；
aasn012201,平钓【刺螠】》13~！！三重=不撒饵；
aasn012301,平钓【磷虾】》10~17.5！！三重=收藏不撒饵；
aasn022101,平钓【石沙蚕】》4.5~7！三重=收藏不撒饵；
aasn022201,平钓【石沙蚕】》15~！三重=引诱收藏不撒饵；
aasn022102,平钓【磷虾】》8.5~14.5！三重=收藏不撒饵；
aasn022202,平钓【石沙蚕】》5.5~9！三重=收藏不撒饵；
aasn022402,平钓【石沙蚕】》14.5~23.5！三重=引诱收藏不撒饵；
aasn032101,平钓【磷虾】》8.5~14.5！三重=收藏不撒饵；
aasn032201,平钓【石沙蚕】》5.5~9！三重=收藏不撒饵；
aasn032301,平钓【石沙蚕】》10~17.5！三重=收藏不撒饵；
aasn042101,平钓【石沙蚕】》4.5~7！三重=收藏不撒饵；
aasn042201,平钓【石沙蚕】》15~！三重=引诱收藏不撒饵；
aasn052101,平钓【磷虾】》9~18！！三重=收藏不撒饵；
aasn052201,平钓【刺螠】》13~！！三重=不撒饵；
aasn052301,平钓【磷虾】》10~17.5！！三重=收藏不撒饵；
蓝鱼幻海,23
ls0216,平钓【潮虫】》~3！！双重@专一【幸福愿景】双重=2【幸福愿景】；=》阶段@平钓》~3！！《=》鱼识@平钓》6~！！！精准@拍水！！【锯齿蛤蜊、幸福愿景】=引诱；//横路不通/海洋蟾蜍
ls0411,平钓【磷虾】》~2.9！双重@拍水3~4.6！【海神印】=2【天堂之钥】；=》阶段@平钓》3~4.6！@拍水~2.9！【天堂之钥】《=》鱼识@平钓【火萤】》5~！！+！！！@拍水【巨食鮟鱇、海神印、天堂之钥】=引诱；//索蒂斯/依拉丝莫龙
ls0413,平钓【刺螠】》~8！！！双重@专一【守领鳍龙】双重=2【守领鳍龙】；=》阶段@平钓【刺螠】》~8！！！《=》鱼识@平钓【重铁板钩】》8.5~！！！@拍水~8.5！！！【守领鳍龙】=引诱；//索蒂斯/依拉丝莫龙
ls0512,大鱼【石沙蚕】》~4.5！@拍水【寄生幸存者】》~3.5！！双重=多提；=》鱼识@平钓【小虾肉笼】》！！！@拍水~3.5！！【海难船帆】=引诱；//捕鲨人/冲分/珊瑚蝠鲼
ls0615,平钓【刺螠】》~3.5！！！双重@拍水3~4.5！！【雾须酒杯】@专一【喷射蝠鲼】=2【喷射蝠鲼】；=》阶段@平钓【乌贼丝】》3~4.5！！@拍水~3.5！！！【喷射蝠鲼】《=》鱼识@平钓【乌贼丝】》8.5~！！！@拍水~3.5！！！【雾须酒杯、喷射蝠鲼】=引诱；//哈弗古法/依拉丝莫龙
ls0613,平钓【刺螠】》~8！！！双重@专一【守领鳍龙】双重=2【守领鳍龙】；=》阶段@平钓【刺螠】》~8！！！《=》鱼识@平钓【重铁板钩】》8.5~！！！@拍水~8.5！！！【守领鳍龙】=引诱；//哈弗古法/依拉丝莫龙
